MissionID,MissionName,Agency,LaunchSite,LaunchDate,PayloadMassKG,OrbitType,MissionSuccess
MSN07186,Gemini,CNSA,Jiuquan,2003-04-02,3208.17,LEO,Failure
MSN07187,ISS Resupply,SpaceX,Cape Canaveral,2014-09-04,6397.89,MEO,Partial
MSN07188,Apollo,Roscosmos,Baikonur,2011-08-07,4829.32,Mars Transfer Orbit,Success
MSN07189,Blue Origin,ESA,Vandenberg,2014-12-03,-745.42,LEO,Success
MSN07190,Gemini,Roscosmos,Guiana Space Centre,2020-08-18,3033.3,GTO,Failure
MSN07191,SpaceX,ISRO,Vandenberg,2009-10-21,7802.26,GTO,Success
MSN07192,ISS Resupply,Blue Origin,Satish Dhawan,2011-07-07,7968.64,MEO,Success
MSN07193,Shenzhou,Blue Origin,Guiana Space Centre,2021-11-04,6052.22,Mars Transfer Orbit,Success
MSN07194,SpaceX,CNSA,Satish Dhawan,2007-06-17,6568.14,Mars Transfer Orbit,Success
MSN07195,Shenzhou,NASA,Baikonur,2020-09-20,3443.41,HEO,Success
MSN07196,Shenzhou,ESA,Baikonur,2020-04-14,4479.71,MEO,Success
MSN07197,SpaceX,Roscosmos,Vandenberg,2002-08-12,7470.73,ISS,Success
MSN07198,ISS Resupply,CNSA,Baikonur,2006-04-25,5851.83,Mars Transfer Orbit,Success
MSN07199,SpaceX,Roscosmos,Cape Canaveral,2017-08-23,5129.9,HEO,Success
MSN07200,Gemini,CNSA,Guiana Space Centre,2002-09-29,4626.38,MEO,Success
MSN07201,Blue Origin,Blue Origin,Satish Dhawan,2014-10-01,7348.94,MEO,Success
MSN07202,Blue Origin,ISRO,Vandenberg,2001-08-18,7244.06,ISS,Success
MSN07203,SpaceX,Roscosmos,Vandenberg,2014-08-05,6299.34,ISS,Success
MSN07204,Gemini,ISRO,Baikonur,2012-02-03,5132.55,LEO,Success
MSN07205,Blue Origin,SpaceX,Baikonur,2023-07-16,4286.49,GTO,Success
MSN07206,Gemini,SpaceX,Satish Dhawan,2019-11-13,6386.03,MEO,Success
MSN07207,Gemini,Blue Origin,Guiana Space Centre,2009-08-02,2796.18,LEO,Failure
MSN07208,Shenzhou,ESA,Guiana Space Centre,2023-02-15,3210.86,HEO,Success
MSN07209,Blue Origin,ISRO,Vandenberg,2023-11-29,2097.82,HEO,Success
MSN07210,Blue Origin,CNSA,Satish Dhawan,2023-08-28,7470.46,GTO,Success
MSN07211,Shenzhou,ESA,Vandenberg,2023-09-11,3558.67,HEO,Success
MSN07212,SpaceX,Roscosmos,Jiuquan,2007-08-16,5808.02,GTO,Success
MSN07213,Shenzhou,Roscosmos,Guiana Space Centre,2015-08-09,4748.88,HEO,Success
MSN07214,Blue Origin,CNSA,Satish Dhawan,2015-06-15,10795.08,HEO,Success
MSN07215,Blue Origin,NASA,Satish Dhawan,2001-03-14,5883.81,MEO,Success
MSN07216,ISS Resupply,NASA,Vandenberg,2008-08-12,1275.72,ISS,Success
MSN07217,SpaceX,Roscosmos,Baikonur,2007-03-27,7350.87,MEO,Success
MSN07218,Shenzhou,Blue Origin,Satish Dhawan,2010-03-22,4225.7,LEO,Success
MSN07219,Apollo,Blue Origin,Vandenberg,2000-08-02,4598.14,ISS,Success
MSN07220,Apollo,CNSA,Cape Canaveral,2020-06-12,3654.98,MEO,Success
MSN07221,SpaceX,NASA,Baikonur,2010-08-28,5391.23,ISS,Success
MSN07222,Shenzhou,ISRO,Baikonur,2017-03-10,5365.03,ISS,Success
MSN07223,Shenzhou,Roscosmos,Guiana Space Centre,2020-05-16,3709.05,ISS,Success
MSN07224,Gemini,SpaceX,Jiuquan,2014-06-01,3983.71,HEO,Success
MSN07225,Blue Origin,ISRO,Guiana Space Centre,2023-04-07,5202.57,ISS,Success
MSN07226,Soyuz,CNSA,Cape Canaveral,2008-06-06,314.54,HEO,Success
MSN07227,ISS Resupply,SpaceX,Vandenberg,2008-07-04,2117.01,Mars Transfer Orbit,Success
MSN07228,SpaceX,ISRO,Baikonur,2000-06-16,8339.98,ISS,Failure
MSN07229,Soyuz,NASA,Baikonur,2006-09-01,5655.64,HEO,Success
MSN07230,Soyuz,Blue Origin,Satish Dhawan,2011-04-29,3950.18,ISS,Success
MSN07231,SpaceX,NASA,Jiuquan,2023-07-15,1607.83,LEO,Success
MSN07232,Shenzhou,SpaceX,Jiuquan,2009-10-15,4887.37,MEO,Partial
MSN07233,SpaceX,ESA,Satish Dhawan,2018-03-06,6970.38,Mars Transfer Orbit,Partial
MSN07234,Soyuz,Blue Origin,Cape Canaveral,2015-06-11,10278.41,ISS,Success
MSN07235,Blue Origin,Roscosmos,Jiuquan,2005-03-26,8784.11,LEO,Success
MSN07236,ISS Resupply,SpaceX,Baikonur,2010-02-28,3226.12,MEO,Success
MSN07237,ISS Resupply,CNSA,Cape Canaveral,2018-10-09,4008.4,GTO,Success
MSN07238,Blue Origin,Roscosmos,Guiana Space Centre,2018-05-30,2057.0,Mars Transfer Orbit,Success
MSN07239,Blue Origin,ISRO,Guiana Space Centre,2017-05-01,3316.69,Mars Transfer Orbit,Success
MSN07240,Shenzhou,Blue Origin,Cape Canaveral,2014-09-26,4574.31,ISS,Failure
MSN07241,Apollo,CNSA,Baikonur,2015-09-12,4265.73,GTO,Success
MSN07242,SpaceX,CNSA,Guiana Space Centre,2013-08-12,9109.13,MEO,Success
MSN07243,ISS Resupply,NASA,Vandenberg,2007-02-24,2369.29,MEO,Success
MSN07244,Blue Origin,ISRO,Baikonur,2007-05-16,4909.81,ISS,Success
MSN07245,SpaceX,NASA,Satish Dhawan,2001-07-09,873.08,LEO,Success
MSN07246,ISS Resupply,NASA,Jiuquan,2005-09-10,5661.78,ISS,Success
MSN07247,Blue Origin,Blue Origin,Cape Canaveral,2012-11-07,2316.59,LEO,Success
MSN07248,ISS Resupply,ESA,Jiuquan,2012-03-24,7205.25,ISS,Success
MSN07249,Shenzhou,NASA,Satish Dhawan,2020-12-19,4417.95,LEO,Success
MSN07250,Apollo,Roscosmos,Guiana Space Centre,2011-06-26,2196.03,HEO,Success
MSN07251,Apollo,CNSA,Vandenberg,2001-04-04,794.6,LEO,Success
MSN07252,Blue Origin,Blue Origin,Baikonur,2020-02-04,3042.73,LEO,Success
MSN07253,ISS Resupply,NASA,Baikonur,2019-07-31,5478.76,MEO,Success
MSN07254,Shenzhou,SpaceX,Satish Dhawan,2011-05-06,5843.03,GTO,Success
MSN07255,Gemini,Roscosmos,Cape Canaveral,2016-08-17,4003.12,ISS,Success
MSN07256,SpaceX,ISRO,Jiuquan,2005-06-17,6851.59,MEO,Success
MSN07257,SpaceX,CNSA,Vandenberg,2006-01-14,2728.51,GTO,Success
MSN07258,Soyuz,Blue Origin,Guiana Space Centre,2005-03-15,-854.12,MEO,Success
MSN07259,Shenzhou,SpaceX,Cape Canaveral,2020-02-21,5565.11,Mars Transfer Orbit,Success
MSN07260,ISS Resupply,Blue Origin,Vandenberg,2003-12-28,7580.19,MEO,Success
MSN07261,Soyuz,Blue Origin,Vandenberg,2020-07-25,7598.67,ISS,Success
MSN07262,Blue Origin,SpaceX,Satish Dhawan,2008-10-22,2400.38,Mars Transfer Orbit,Success
MSN07263,ISS Resupply,ISRO,Satish Dhawan,2004-02-12,3910.61,HEO,Success
MSN07264,Soyuz,SpaceX,Baikonur,2009-01-03,6447.64,MEO,Failure
MSN07265,Apollo,Roscosmos,Guiana Space Centre,2014-04-05,3745.79,ISS,Partial
MSN07266,SpaceX,Blue Origin,Cape Canaveral,2007-08-26,5210.77,LEO,Failure
MSN07267,ISS Resupply,ISRO,Baikonur,2022-06-16,3567.12,GTO,Success
MSN07268,Soyuz,Blue Origin,Guiana Space Centre,2003-01-19,2821.22,ISS,Success
MSN07269,Apollo,SpaceX,Jiuquan,2004-07-25,3207.25,HEO,Success
MSN07270,Shenzhou,ISRO,Jiuquan,2006-08-18,6911.45,ISS,Success
MSN07271,Soyuz,ISRO,Baikonur,2005-08-02,5027.57,ISS,Success
MSN07272,Blue Origin,NASA,Cape Canaveral,2012-02-25,7543.76,LEO,Success
MSN07273,Blue Origin,NASA,Guiana Space Centre,2018-11-30,6040.84,GTO,Success
MSN07274,Blue Origin,NASA,Jiuquan,2009-05-12,8212.93,Mars Transfer Orbit,Success
MSN07275,ISS Resupply,SpaceX,Jiuquan,2014-01-09,6636.14,GTO,Success
MSN07276,SpaceX,CNSA,Cape Canaveral,2002-08-19,6518.68,HEO,Success
MSN07277,Soyuz,Roscosmos,Baikonur,2017-06-02,4759.02,Mars Transfer Orbit,Success
MSN07278,Shenzhou,SpaceX,Satish Dhawan,2013-11-01,11018.41,Mars Transfer Orbit,Success
MSN07279,Soyuz,Blue Origin,Vandenberg,2002-10-11,5225.4,GTO,Success
MSN07280,SpaceX,NASA,Guiana Space Centre,2010-07-09,1053.15,LEO,Success
MSN07281,Apollo,ISRO,Jiuquan,2009-01-16,5536.07,HEO,Success
MSN07282,SpaceX,SpaceX,Vandenberg,2016-12-08,3035.42,LEO,Success
MSN07283,Blue Origin,ISRO,Vandenberg,2012-07-21,7034.04,LEO,Partial
MSN07284,ISS Resupply,Blue Origin,Satish Dhawan,2001-06-23,6451.63,Mars Transfer Orbit,Failure
MSN07285,Apollo,ISRO,Vandenberg,2012-06-16,4616.97,ISS,Partial
MSN07286,ISS Resupply,ISRO,Cape Canaveral,2018-12-05,3224.21,ISS,Success
MSN07287,Blue Origin,ESA,Baikonur,2004-02-03,5292.85,ISS,Success
MSN07288,Gemini,CNSA,Guiana Space Centre,2015-08-17,3717.53,Mars Transfer Orbit,Success
MSN07289,SpaceX,Roscosmos,Cape Canaveral,2009-01-01,6575.61,MEO,Failure
MSN07290,SpaceX,Roscosmos,Baikonur,2011-11-18,6112.03,LEO,Success
MSN07291,Shenzhou,NASA,Cape Canaveral,2019-04-25,10871.93,GTO,Success
MSN07292,Soyuz,ESA,Jiuquan,2012-08-01,4109.77,HEO,Success
MSN07293,Apollo,SpaceX,Jiuquan,2020-09-10,4393.15,MEO,Success
MSN07294,ISS Resupply,SpaceX,Satish Dhawan,2015-05-25,4690.45,ISS,Failure
MSN07295,Apollo,Roscosmos,Cape Canaveral,2021-02-16,4778.03,Mars Transfer Orbit,Success
MSN07296,Shenzhou,CNSA,Vandenberg,2020-10-06,7054.16,MEO,Success
MSN07297,Shenzhou,ISRO,Jiuquan,2000-06-26,4447.31,Mars Transfer Orbit,Success
MSN07298,ISS Resupply,Blue Origin,Baikonur,2021-08-01,8944.76,MEO,Success
MSN07299,Soyuz,NASA,Satish Dhawan,2008-12-25,6164.55,LEO,Success
MSN07300,ISS Resupply,CNSA,Vandenberg,2015-10-12,4028.53,LEO,Partial
MSN07301,ISS Resupply,Roscosmos,Guiana Space Centre,2018-09-02,3517.51,Mars Transfer Orbit,Success
MSN07302,Blue Origin,ESA,Cape Canaveral,2014-09-10,7081.74,GTO,Success
MSN07303,Soyuz,NASA,Jiuquan,2017-07-25,5057.04,HEO,Success
MSN07304,SpaceX,Roscosmos,Vandenberg,2021-03-13,5018.12,HEO,Partial
MSN07305,Blue Origin,SpaceX,Baikonur,2011-08-10,3803.04,ISS,Success
MSN07306,Gemini,NASA,Cape Canaveral,2013-12-08,4877.11,GTO,Success
MSN07307,Soyuz,Roscosmos,Baikonur,2002-08-03,3722.09,HEO,Failure
MSN07308,Shenzhou,SpaceX,Satish Dhawan,2003-12-26,7723.42,MEO,Success
MSN07309,Blue Origin,Blue Origin,Jiuquan,2005-05-21,6434.12,MEO,Success
MSN07310,Soyuz,SpaceX,Jiuquan,2015-06-05,4650.46,HEO,Success
MSN07311,Apollo,ISRO,Satish Dhawan,2012-08-09,4621.06,MEO,Success
MSN07312,ISS Resupply,ESA,Baikonur,2011-11-26,5184.35,Mars Transfer Orbit,Partial
MSN07313,Gemini,ISRO,Cape Canaveral,2021-08-19,4988.92,MEO,Success
MSN07314,SpaceX,Roscosmos,Baikonur,2011-05-22,3086.13,Mars Transfer Orbit,Success
MSN07315,ISS Resupply,Blue Origin,Cape Canaveral,2001-12-24,1198.45,ISS,Success
MSN07316,Apollo,CNSA,Vandenberg,2012-03-15,3404.6,MEO,Success
MSN07317,Apollo,Blue Origin,Satish Dhawan,2002-02-09,4742.97,Mars Transfer Orbit,Success
MSN07318,Gemini,Blue Origin,Guiana Space Centre,2012-09-29,3524.33,HEO,Success
MSN07319,SpaceX,Blue Origin,Cape Canaveral,2001-03-11,6638.68,LEO,Success
MSN07320,Shenzhou,ISRO,Jiuquan,2018-11-13,4541.69,MEO,Success
MSN07321,Blue Origin,CNSA,Vandenberg,2008-04-20,8747.15,HEO,Success
MSN07322,SpaceX,SpaceX,Jiuquan,2019-08-22,3877.01,MEO,Success
MSN07323,Soyuz,Roscosmos,Vandenberg,2000-07-15,5281.43,GTO,Success
MSN07324,Apollo,ESA,Jiuquan,2012-12-04,4422.28,Mars Transfer Orbit,Success
MSN07325,Soyuz,CNSA,Baikonur,2001-07-18,5879.56,ISS,Success
MSN07326,Shenzhou,Roscosmos,Baikonur,2014-01-24,7131.5,LEO,Success
MSN07327,Soyuz,CNSA,Baikonur,2018-11-03,6216.56,Mars Transfer Orbit,Success
MSN07328,SpaceX,ISRO,Vandenberg,2015-05-27,938.41,MEO,Success
MSN07329,Soyuz,Roscosmos,Vandenberg,2010-03-03,5999.72,HEO,Success
MSN07330,Shenzhou,ISRO,Jiuquan,2014-03-08,2978.24,LEO,Success
MSN07331,Shenzhou,NASA,Cape Canaveral,2005-01-30,4380.46,MEO,Success
MSN07332,Shenzhou,Roscosmos,Vandenberg,2013-04-17,6378.66,GTO,Success
MSN07333,SpaceX,CNSA,Jiuquan,2005-06-15,2760.48,HEO,Success
MSN07334,Shenzhou,NASA,Cape Canaveral,2018-05-01,7311.9,ISS,Success
MSN07335,Apollo,ISRO,Baikonur,2004-01-11,4293.23,MEO,Success
MSN07336,ISS Resupply,ISRO,Vandenberg,2010-03-13,9341.87,HEO,Success
MSN07337,Shenzhou,CNSA,Guiana Space Centre,2003-12-13,5137.36,MEO,Failure
MSN07338,Soyuz,NASA,Baikonur,2008-09-09,8410.69,ISS,Success
MSN07339,Blue Origin,Blue Origin,Satish Dhawan,2008-10-11,7395.36,GTO,Success
MSN07340,Soyuz,SpaceX,Cape Canaveral,2016-04-28,3777.79,Mars Transfer Orbit,Success
MSN07341,Blue Origin,ESA,Guiana Space Centre,2007-01-08,2396.62,ISS,Success
MSN07342,Soyuz,CNSA,Baikonur,2014-08-03,5227.25,ISS,Success
MSN07343,SpaceX,ISRO,Vandenberg,2008-08-08,3834.71,ISS,Success
MSN07344,Soyuz,Roscosmos,Guiana Space Centre,2004-03-20,8159.44,Mars Transfer Orbit,Failure
MSN07345,SpaceX,NASA,Jiuquan,2003-03-13,4506.28,LEO,Success
MSN07346,SpaceX,SpaceX,Cape Canaveral,2019-07-19,4399.19,HEO,Success
MSN07347,Shenzhou,ESA,Satish Dhawan,2017-06-22,2208.2,MEO,Failure
MSN07348,Apollo,Roscosmos,Jiuquan,2008-10-15,5838.43,Mars Transfer Orbit,Success
MSN07349,Blue Origin,NASA,Guiana Space Centre,2020-08-21,2651.56,GTO,Success
MSN07350,Shenzhou,SpaceX,Baikonur,2002-09-18,5884.87,MEO,Success
MSN07351,Shenzhou,CNSA,Cape Canaveral,2021-05-25,6160.18,LEO,Success
MSN07352,ISS Resupply,SpaceX,Vandenberg,2008-01-22,3500.65,GTO,Success
MSN07353,SpaceX,CNSA,Satish Dhawan,2008-03-18,6913.16,LEO,Success
MSN07354,SpaceX,Blue Origin,Baikonur,2020-08-17,4450.25,MEO,Partial
MSN07355,Blue Origin,NASA,Satish Dhawan,2023-06-09,2057.51,GTO,Success
MSN07356,Soyuz,SpaceX,Vandenberg,2003-01-14,8090.57,Mars Transfer Orbit,Success
MSN07357,Soyuz,ESA,Cape Canaveral,2020-08-23,3153.06,MEO,Success
MSN07358,Shenzhou,SpaceX,Guiana Space Centre,2006-05-28,6014.14,HEO,Success
MSN07359,Gemini,NASA,Satish Dhawan,2006-05-30,5851.59,LEO,Success
MSN07360,Gemini,Roscosmos,Cape Canaveral,2022-01-30,5778.37,HEO,Success
MSN07361,Soyuz,Roscosmos,Satish Dhawan,2007-06-10,5743.72,HEO,Success
MSN07362,Gemini,SpaceX,Baikonur,2020-09-17,3059.62,MEO,Failure
MSN07363,ISS Resupply,SpaceX,Satish Dhawan,2000-01-18,8382.7,MEO,Success
MSN07364,Soyuz,CNSA,Baikonur,2008-03-03,6912.5,ISS,Success
MSN07365,SpaceX,NASA,Baikonur,2022-05-15,5950.11,ISS,Partial
MSN07366,Shenzhou,CNSA,Cape Canaveral,2011-06-06,2334.05,GTO,Success
MSN07367,Apollo,ESA,Jiuquan,2005-02-26,3043.26,MEO,Success
MSN07368,Shenzhou,Blue Origin,Vandenberg,2012-09-21,6314.91,LEO,Success
MSN07369,Soyuz,Roscosmos,Satish Dhawan,2004-09-10,992.63,MEO,Failure
MSN07370,ISS Resupply,ISRO,Guiana Space Centre,2020-07-05,5677.41,MEO,Success
MSN07371,Soyuz,ISRO,Baikonur,2018-12-27,2337.65,Mars Transfer Orbit,Success
MSN07372,Shenzhou,NASA,Jiuquan,2000-11-22,3263.94,HEO,Success
MSN07373,ISS Resupply,NASA,Baikonur,2021-07-18,2177.86,HEO,Success
MSN07374,ISS Resupply,ISRO,Jiuquan,2023-06-20,5492.21,ISS,Failure
MSN07375,ISS Resupply,NASA,Jiuquan,2017-11-11,7232.72,Mars Transfer Orbit,Success
MSN07376,Blue Origin,Roscosmos,Guiana Space Centre,2007-01-06,5696.04,GTO,Success
MSN07377,Soyuz,ESA,Jiuquan,2023-09-13,5915.67,GTO,Success
MSN07378,Gemini,ESA,Guiana Space Centre,2007-11-05,5335.92,MEO,Success
MSN07379,Gemini,CNSA,Cape Canaveral,2014-11-16,6365.39,Mars Transfer Orbit,Success
MSN07380,Soyuz,Roscosmos,Baikonur,2018-09-05,5934.17,LEO,Partial
MSN07381,Soyuz,Blue Origin,Guiana Space Centre,2009-08-07,-430.2,HEO,Success
MSN07382,Blue Origin,NASA,Vandenberg,2023-01-04,6812.61,LEO,Success
MSN07383,Gemini,NASA,Baikonur,2015-01-01,6602.3,Mars Transfer Orbit,Success
MSN07384,Soyuz,Blue Origin,Vandenberg,2010-11-22,4275.37,HEO,Partial
MSN07385,Soyuz,CNSA,Satish Dhawan,2011-01-31,1051.59,Mars Transfer Orbit,Success
MSN07386,Blue Origin,CNSA,Vandenberg,2015-11-17,5484.95,Mars Transfer Orbit,Success
MSN07387,Blue Origin,NASA,Cape Canaveral,2015-04-27,5653.32,MEO,Success
MSN07388,Shenzhou,NASA,Satish Dhawan,2019-10-02,4119.03,GTO,Failure
MSN07389,Blue Origin,Blue Origin,Satish Dhawan,2002-07-16,5373.4,Mars Transfer Orbit,Success
MSN07390,Apollo,Roscosmos,Jiuquan,2008-11-20,7143.68,MEO,Success
MSN07391,Gemini,Blue Origin,Vandenberg,2007-06-26,9795.04,HEO,Success
MSN07392,Shenzhou,CNSA,Jiuquan,2009-10-14,5293.81,Mars Transfer Orbit,Success
MSN07393,Apollo,Blue Origin,Vandenberg,2012-08-23,5667.83,GTO,Failure
MSN07394,Soyuz,Blue Origin,Satish Dhawan,2017-03-20,3352.42,LEO,Success
MSN07395,Soyuz,Blue Origin,Jiuquan,2012-08-30,3997.22,LEO,Success
MSN07396,Shenzhou,Roscosmos,Baikonur,2012-11-06,4727.91,ISS,Success
MSN07397,Blue Origin,SpaceX,Vandenberg,2014-07-24,7355.44,LEO,Success
MSN07398,ISS Resupply,NASA,Vandenberg,2012-07-29,6637.92,ISS,Success
MSN07399,ISS Resupply,ISRO,Jiuquan,2015-11-29,8858.71,GTO,Failure
MSN07400,Soyuz,Blue Origin,Vandenberg,2007-04-01,2019.55,MEO,Success
MSN07401,ISS Resupply,ISRO,Satish Dhawan,2018-06-15,2352.53,Mars Transfer Orbit,Success
MSN07402,SpaceX,SpaceX,Jiuquan,2009-06-10,7204.17,Mars Transfer Orbit,Success
MSN07403,Shenzhou,NASA,Jiuquan,2011-01-06,7897.72,MEO,Success
MSN07404,Apollo,CNSA,Guiana Space Centre,2013-05-21,5066.26,Mars Transfer Orbit,Partial
MSN07405,Shenzhou,ISRO,Guiana Space Centre,2005-07-24,-3931.21,GTO,Success
MSN07406,Gemini,CNSA,Satish Dhawan,2020-01-20,3512.94,Mars Transfer Orbit,Success
MSN07407,Blue Origin,ISRO,Baikonur,2023-04-10,5670.99,Mars Transfer Orbit,Success
MSN07408,Blue Origin,CNSA,Vandenberg,2008-06-13,3201.17,GTO,Success
MSN07409,Shenzhou,Blue Origin,Cape Canaveral,2006-02-14,5370.25,HEO,Success
MSN07410,Soyuz,ISRO,Vandenberg,2005-12-03,8797.11,LEO,Success
MSN07411,Soyuz,CNSA,Cape Canaveral,2021-08-15,7852.27,LEO,Success
MSN07412,SpaceX,SpaceX,Satish Dhawan,2000-11-10,6617.78,LEO,Success
MSN07413,SpaceX,Roscosmos,Baikonur,2020-02-21,4871.1,ISS,Success
MSN07414,Blue Origin,CNSA,Baikonur,2013-05-26,4010.66,LEO,Success
MSN07415,SpaceX,Roscosmos,Baikonur,2023-10-08,6515.5,Mars Transfer Orbit,Success
MSN07416,Apollo,Roscosmos,Guiana Space Centre,2005-05-03,5050.79,Mars Transfer Orbit,Success
MSN07417,SpaceX,NASA,Satish Dhawan,2011-07-26,5119.41,HEO,Success
MSN07418,Apollo,Blue Origin,Cape Canaveral,2016-10-23,1897.57,MEO,Success
MSN07419,SpaceX,SpaceX,Baikonur,2004-04-11,3570.94,MEO,Success
MSN07420,Blue Origin,Roscosmos,Satish Dhawan,2010-10-01,6503.72,Mars Transfer Orbit,Success
MSN07421,Blue Origin,ESA,Vandenberg,2004-05-08,2797.87,ISS,Success
MSN07422,Apollo,Blue Origin,Cape Canaveral,2011-06-16,5531.41,HEO,Success
MSN07423,Shenzhou,Roscosmos,Guiana Space Centre,2002-07-21,5825.01,GTO,Success
MSN07424,Blue Origin,CNSA,Jiuquan,2023-04-12,5941.78,Mars Transfer Orbit,Success
MSN07425,Shenzhou,Roscosmos,Cape Canaveral,2008-03-11,6120.53,MEO,Success
MSN07426,Soyuz,CNSA,Vandenberg,2005-01-08,6255.45,HEO,Success
MSN07427,Apollo,CNSA,Cape Canaveral,2021-06-11,3752.41,GTO,Success
MSN07428,ISS Resupply,ESA,Cape Canaveral,2001-03-14,2064.69,ISS,Success
MSN07429,Blue Origin,Roscosmos,Jiuquan,2001-12-11,3252.93,Mars Transfer Orbit,Failure
MSN07430,Gemini,Roscosmos,Baikonur,2021-01-27,6459.84,LEO,Success
MSN07431,Soyuz,ISRO,Vandenberg,2011-06-18,2598.31,Mars Transfer Orbit,Success
MSN07432,Shenzhou,Blue Origin,Jiuquan,2007-09-20,2918.78,HEO,Success
MSN07433,Blue Origin,ISRO,Cape Canaveral,2001-10-15,2907.71,Mars Transfer Orbit,Success
MSN07434,Apollo,NASA,Vandenberg,2008-03-13,1308.05,MEO,Success
MSN07435,ISS Resupply,CNSA,Guiana Space Centre,2015-07-28,2705.99,ISS,Success
MSN07436,SpaceX,ESA,Cape Canaveral,2014-04-09,7000.79,Mars Transfer Orbit,Success
MSN07437,ISS Resupply,ISRO,Guiana Space Centre,2013-01-31,3566.47,HEO,Success
MSN07438,Gemini,Roscosmos,Satish Dhawan,2019-12-02,1502.12,ISS,Success
MSN07439,Shenzhou,NASA,Guiana Space Centre,2003-02-02,3976.71,GTO,Success
MSN07440,Soyuz,ESA,Cape Canaveral,2003-08-01,6021.09,HEO,Success
MSN07441,ISS Resupply,SpaceX,Jiuquan,2010-05-25,1338.45,Mars Transfer Orbit,Success
MSN07442,Apollo,Roscosmos,Cape Canaveral,2020-04-08,6906.62,Mars Transfer Orbit,Success
MSN07443,Gemini,Roscosmos,Cape Canaveral,2023-11-06,2118.04,LEO,Failure
MSN07444,Apollo,SpaceX,Satish Dhawan,2017-11-06,4209.03,GTO,Partial
MSN07445,Blue Origin,CNSA,Baikonur,2004-06-28,4183.47,LEO,Success
MSN07446,SpaceX,CNSA,Cape Canaveral,2001-05-15,3877.12,ISS,Success
MSN07447,Soyuz,ISRO,Satish Dhawan,2014-07-09,4870.4,LEO,Success
MSN07448,Apollo,ISRO,Jiuquan,2010-01-30,6557.12,GTO,Success
MSN07449,Shenzhou,Roscosmos,Satish Dhawan,2023-03-23,4918.4,GTO,Success
MSN07450,Blue Origin,Blue Origin,Satish Dhawan,2016-02-26,3788.65,GTO,Success
MSN07451,Blue Origin,Roscosmos,Guiana Space Centre,2015-06-23,5914.7,Mars Transfer Orbit,Success
MSN07452,Soyuz,ISRO,Baikonur,2014-07-27,5414.53,ISS,Success
MSN07453,Blue Origin,SpaceX,Baikonur,2022-11-22,3660.99,MEO,Success
MSN07454,Shenzhou,ISRO,Vandenberg,2002-11-18,5084.6,ISS,Success
MSN07455,Apollo,Roscosmos,Jiuquan,2019-07-02,3495.31,GTO,Success
MSN07456,Soyuz,ESA,Vandenberg,2014-08-23,3268.52,ISS,Success
MSN07457,Blue Origin,Roscosmos,Satish Dhawan,2023-04-17,6611.6,HEO,Success
MSN07458,Blue Origin,ESA,Jiuquan,2018-07-05,5893.92,HEO,Success
MSN07459,Shenzhou,ESA,Jiuquan,2012-09-22,6540.76,MEO,Success
MSN07460,SpaceX,Roscosmos,Baikonur,2015-05-12,6270.26,ISS,Success
MSN07461,SpaceX,Blue Origin,Baikonur,2022-11-26,3225.56,Mars Transfer Orbit,Success
MSN07462,ISS Resupply,Blue Origin,Baikonur,2011-11-25,7002.56,ISS,Success
MSN07463,Blue Origin,NASA,Cape Canaveral,2016-11-13,4404.79,HEO,Success
MSN07464,Apollo,ISRO,Satish Dhawan,2015-12-31,6858.44,GTO,Success
MSN07465,Soyuz,Blue Origin,Jiuquan,2008-06-19,4749.77,LEO,Success
MSN07466,Blue Origin,CNSA,Satish Dhawan,2005-10-25,5626.33,GTO,Success
MSN07467,Gemini,Roscosmos,Jiuquan,2018-01-24,5686.46,MEO,Success
MSN07468,Soyuz,ESA,Jiuquan,2022-09-18,6626.4,LEO,Success
MSN07469,ISS Resupply,Roscosmos,Vandenberg,2012-12-20,1730.91,GTO,Success
MSN07470,SpaceX,ISRO,Jiuquan,2020-07-14,1847.2,ISS,Success
MSN07471,Blue Origin,SpaceX,Jiuquan,2023-04-09,6343.42,Mars Transfer Orbit,Success
MSN07472,Shenzhou,Blue Origin,Guiana Space Centre,2007-11-29,5712.72,ISS,Success
MSN07473,Gemini,Blue Origin,Guiana Space Centre,2011-04-11,3448.71,HEO,Success
MSN07474,Blue Origin,Blue Origin,Vandenberg,2008-12-17,5728.62,ISS,Success
MSN07475,ISS Resupply,ESA,Cape Canaveral,2021-04-30,2184.08,ISS,Failure
MSN07476,Apollo,CNSA,Baikonur,2003-11-17,11528.58,MEO,Success
MSN07477,Gemini,CNSA,Jiuquan,2012-07-21,7623.14,Mars Transfer Orbit,Success
MSN07478,ISS Resupply,Blue Origin,Satish Dhawan,2001-03-31,6244.61,LEO,Success
MSN07479,Blue Origin,CNSA,Guiana Space Centre,2002-07-14,5151.26,GTO,Success
MSN07480,Apollo,SpaceX,Baikonur,2004-06-25,3762.54,GTO,Success
MSN07481,Gemini,Blue Origin,Cape Canaveral,2023-04-25,2379.63,MEO,Success
MSN07482,Apollo,NASA,Baikonur,2017-11-29,4772.35,LEO,Partial
MSN07483,Apollo,ESA,Jiuquan,2020-02-01,3280.48,ISS,Success
MSN07484,Gemini,SpaceX,Baikonur,2013-08-03,3397.12,Mars Transfer Orbit,Success
MSN07485,Gemini,ESA,Jiuquan,2001-11-04,2166.49,MEO,Success
